"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"Masjid Darul As-Syakirin Kampung Muhibbah Sri Aman","Sarawak","Sri Aman","heritage","Masjid Darul As-Syakirin Kampung Muhibbah Sri Aman is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around 0137021706, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.8/5 from about 13 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","0137021706, 95000 Simanggang, Sarawak, Malaysia","1.2192214","111.4621189","0.00","","uploads/places/google_bulk_masjid_darul_as_syakirin_kampung_muhibbah_sri_aman_sarawak_sri_aman_3d0d0f98fb.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=3932171255342407773","","4.80","4.80"
"Catholic Church of Our Lady, Queen of Peace (OLQP), Sri Aman","Sarawak","Sri Aman","heritage","Catholic Church of Our Lady, Queen of Peace (OLQP), Sri Aman is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Datuk Tawi Sli, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.8/5 from about 29 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Datuk Tawi Sli, 95000 Simanggang, Sarawak, Malaysia","1.2364322","111.4561037","0.00","Monday: Closed | Tuesday: 4:00 - 8:30 PM | Wednesday: 4:00 - 8:30 PM | Thursday: 4:00 - 8:30 PM | Friday: 4:00 - 8:30 PM | Saturday: 4:00 - 8:30 PM | Sunday: 6:00 - 11:00 AM","uploads/places/google_bulk_catholic_church_of_our_lady_queen_of_peace_olqp_sri_aman_sarawak_sri_aman_ac5607b8b9.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=6121947773051201575","083-322 087","4.80","4.80"
"Masjid Al Amin Taman Sri Jaya","Sarawak","Sri Aman","heritage","Masjid Al Amin Taman Sri Jaya is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 8 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","95000 Simanggang, Sarawak, Malaysia","1.2097751","111.4778497","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_masjid_al_amin_taman_sri_jaya_sarawak_sri_aman_54dc845e7b.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=7551314758192710913","","4.50","4.50"
"The Pineapple Statue","Sarawak","Sarikei","culture","The Pineapple Statue is a culture stop in Sarikei, Sarawak, useful for local cultural exploration. It is located around Terminal Satu, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 3.9/5 from about 36 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Terminal Satu, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1331972","111.5209377","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_the_pineapple_statue_sarawak_sarikei_a59d975608.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=4227535425272188054","","3.90","3.90"
"Sarikei Clock Tower","Sarawak","Sarikei","culture","Sarikei Clock Tower is a culture stop in Sarikei, Sarawak, useful for local cultural exploration. It is located around 34, Jalan Repok, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 3.7/5 from about 11 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","34, Jalan Repok, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1329999","111.5209796","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_sarikei_clock_tower_sarawak_sarikei_806fd042b7.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=14007648828019952513","014-771 5576","3.70","3.70"
"SARIKEI New Township Landmark","Sarawak","Sarikei","culture","SARIKEI New Township Landmark is a culture stop in Sarikei, Sarawak, useful for local cultural exploration. It is located around Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 3.8/5 from about 5 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1276435","111.5212361","0.00","","uploads/places/google_bulk_sarikei_new_township_landmark_sarawak_sarikei_f1d84698e9.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=15000124309479974145","","3.80","3.80"
"Kuji Waterfall","Sarawak","Sarikei","nature","Kuji Waterfall is a nature stop in Sarikei, Sarawak, useful for outdoor scenery and eco-tourism. It is located around Q843 Jalan Sebangkoi / Ulu Sarikei, Taman Sebangkoi, 95300 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 13 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Q843 Jalan Sebangkoi / Ulu Sarikei, Taman Sebangkoi, 95300 Sarikei, Sarawak, Malaysia","1.9372318","111.4636072","10.00","","uploads/places/google_bulk_kuji_waterfall_sarawak_sarikei_4dedd2260a.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=8904988867869506644","","4.30","4.30"
"Taman Tasik, Sarikei","Sarawak","Sarikei","nature","Taman Tasik, Sarikei is a nature stop in Sarikei, Sarawak, useful for outdoor scenery and eco-tourism. It is located around 9, Jalan Tangki Air, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 268 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","9, Jalan Tangki Air, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1212549","111.521164","0.00","Monday: 9:00 AM - 10:30 PM | Tuesday: 9:00 AM - 10:30 PM | Wednesday: 9:00 AM - 10:30 PM | Thursday: 9:00 AM - 10:30 PM | Friday: 9:00 AM - 10:30 PM | Saturday: 9:00 AM - 10:30 PM | Sunday: 9:00 AM - 10:30 PM","uploads/places/google_bulk_taman_tasik_sarikei_sarawak_sarikei_dcc050c08a.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=15400402967140548093","","4.50","4.50"
"Lox Udang","Sarawak","Sarikei","culture","Lox Udang is a culture stop in Sarikei, Sarawak, useful for local cultural exploration. It is located around 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 5.0/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","96100 Sarikei, Sarawak, Malaysia","2.1169636","111.5447078","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_lox_udang_sarawak_sarikei_f644b31c9a.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=108083384828683266","","5.00","5.00"
"Sarikei Town Welcome Arch","Sarawak","Sarikei","culture","Sarikei Town Welcome Arch is a culture stop in Sarikei, Sarawak, useful for local cultural exploration. It is located around 6, Jalan Medan, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","6, Jalan Medan, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.122444","111.520179","0.00","","uploads/places/google_bulk_sarikei_town_welcome_arch_sarawak_sarikei_9dab254095.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=15814973531112097458","","",""
"Al-Muttaqin Mosque (District Mosque)","Sarawak","Sarikei","heritage","Al-Muttaqin Mosque (District Mosque) is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Masjid Baru, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 129 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Masjid Baru, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1272133","111.5170144","0.00","Monday: 4:30 AM - 9:30 PM | Tuesday: 4:30 AM - 9:30 PM | Wednesday: 4:30 AM - 9:30 PM | Thursday: 4:30 AM - 9:30 PM | Friday: 4:30 AM - 9:30 PM | Saturday: 4:30 AM - 9:30 PM | Sunday: 4:30 AM - 9:30 PM","uploads/places/google_bulk_al_muttaqin_mosque_district_mosque_sarawak_sarikei_cde9d489eb.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/pages/Masjid-Al-Muttaqin-Sarikei/1619214101477099","","4.60","4.60"
"St. Anthony Catholic Church (1940)","Sarawak","Sarikei","heritage","St. Anthony Catholic Church (1940) is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Repok, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 58 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Repok, Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1270193","111.5208307","0.00","","uploads/places/google_bulk_st_anthony_catholic_church_1940_sarawak_sarikei_0f5ef4a036.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/pages/St-Anthony-Church-Sarikei/359555044468495","084-651 361","4.60","4.60"
"泗里奎大伯公庙 Sarikei Tua Pek Kong Miao","Sarawak","Sarikei","heritage","泗里奎大伯公庙 Sarikei Tua Pek Kong Miao is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 3.6/5 from about 5 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","96100 Sarikei, Sarawak, Malaysia","2.1192274","111.5368722","0.00","","uploads/places/google_bulk_sarikei_tua_pek_kong_miao_sarawak_sarikei_dcb5b180c0.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=4253008453181338464","","3.60","3.60"
"Masjid Ar-Rahmah Sarikei","Sarawak","Sarikei","heritage","Masjid Ar-Rahmah Sarikei is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 32 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","96100 Sarikei, Sarawak, Malaysia","2.1339444","111.5062383","0.00","","uploads/places/google_bulk_masjid_ar_rahmah_sarikei_sarawak_sarikei_67b640606a.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=4033457746116360204","","4.60","4.60"
"Masjid Al Ansar Kampung Selalang","Sarawak","Sarikei","heritage","Masjid Al Ansar Kampung Selalang is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.7/5 from about 11 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","96100 Sarikei, Sarawak, Malaysia","2.011131","111.319283","0.00","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 3:28 PM - 12:00 AM | Saturday: 12:00 AM - 3:28 PM | Sunday: Closed","uploads/places/google_bulk_masjid_al_ansar_kampung_selalang_sarawak_sarikei_249785b767.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=17403593728152762504","010-273 6299","4.70","4.70"
"The Trustees Of Methodist Church In Sarawak","Sarawak","Sarikei","heritage","The Trustees Of Methodist Church In Sarawak is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Bandar Sarikei, 96100 Sarikei, Sarawak, Malaysia","2.1296173","111.5216594","0.00","","uploads/places/google_bulk_the_trustees_of_methodist_church_in_sarawak_sarawak_sarikei_9fad3f42a5.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=12532821300440652645","","5.00","5.00"
"Masjid Darul Sa'adah Susur Jambu","Sarawak","Sarikei","heritage","Masjid Darul Sa'adah Susur Jambu is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 7 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","96100 Sarikei, Sarawak, Malaysia","2.1288193","111.4812704","0.00","","uploads/places/google_bulk_masjid_darul_sa_adah_susur_jambu_sarawak_sarikei_82aa4c4440.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/profile.php?id=100064489400682&mibextid=ZbWKwL","019-485 8696","4.30","4.30"
"St. Alban Anglican Church","Sarawak","Sarikei","heritage","St. Alban Anglican Church is a heritage stop in Sarikei, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Susur Jambu Selatan, Susur Jambu, 96100 Sarikei, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 8 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Susur Jambu Selatan, Susur Jambu, 96100 Sarikei, Sarawak, Malaysia","2.1280687","111.4824604","0.00","","uploads/places/google_bulk_st_alban_anglican_church_sarawak_sarikei_961a98f7db.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=18107825108687588657","","4.60","4.60"
"Fort Sylvia","Sarawak","Kapit","museum","Fort Sylvia is a museum stop in Kapit, Sarawak, useful for history, exhibits, and educational visits. It is located around Jalan Kubu, Kapit, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 101 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Kubu, Kapit, Sarawak, Malaysia","2.0172155","112.9419233","5.00","Monday: Closed | Tuesday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM | Wednesday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM | Thursday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM | Friday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM | Saturday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM | Sunday: 10:00 AM - 12:00 PM, 2:00 - 5:00 PM","uploads/places/google_bulk_fort_sylvia_sarawak_kapit_47ec656e0f.jpg","1","90","","","","0","Morning or afternoon","0","http://tunjugahfoundation.org.my/fort-sylvia/","082-239 672","4.20","4.20"
